"full_name","neo","pha","sats","diameter","GM","BV","UB","IR","per_y","pdes","name"
" 20038 Arasaki (1992 UN5)",N,N,0,23.979,,,,,7.98,20038,Arasaki
" 20097 (1994 UL2)",N,N,0,20.010,,,,,5.64,20097,
" 20602 (1999 RC198)",N,N,0,23.684,,,,,5.58,20602,
" 20635 (1999 TV96)",N,N,0,23.612,,,,,5.77,20635,
" 20707 (1999 WW4)",N,N,0,24.46,,,,,5.64,20707,
" 20713 (1999 XA32)",N,N,0,20.690,,,,,5.57,20713,
" 20718 (1999 XZ97)",N,N,0,23.030,,,,,6.38,20718,
" 20734 (1999 XA169)",N,N,0,23.992,,,,,5.44,20734,
" 20743 (2000 AR6)",N,N,0,20.546,,,,,5.81,20743,
" 20762 (2000 EE36)",N,N,0,24.079,,,,,5.56,20762,
" 20898 Fountainhills (2000 WE147)",N,N,0,37.31,,,,,8.87,20898,Fountainhills
" 21224 (1995 DM6)",N,N,0,20.138,,,,,5.62,21224,
" 21587 Christopynn (1998 SE132)",N,N,0,20.509,,,,,4.81,21587,Christopynn
" 22044 (1999 XS206)",N,N,0,20.654,,,,,5.82,22044,
" 22097 (2000 BH4)",N,N,0,24.72,,,,,5.64,22097,
" 22177 Saotome (2000 XS38)",N,N,0,22.097,,,,,5.64,22177,Saotome
" 22185 Stiavnica (2000 YV28)",N,N,0,20.568,,,,,5.72,22185,Stiavnica
" 22279 (1984 DM)",N,N,0,23.771,,,,,5.57,22279,
" 22754 Olympus (1998 WJ8)",N,N,0,21.999,,,,,5.54,22754,Olympus
" 23099 (1999 XA160)",N,N,0,29.213,,,,,5.57,23099,
" 23174 (2000 HM40)",N,N,0,23.540,,,,,7.84,23174,
" 23186 (2000 PO8)",N,N,0,28.210,,,,,7.99,23186,
" 24127 (1999 VZ52)",N,N,0,24.026,,,,,5.71,24127,
" 24388 (2000 AB175)",N,N,0,20.400,,,,,5.3,24388,
" 24440 (2000 FB1)",N,N,0,25.004,,,,,5.62,24440,
" 24866 (1996 ER1)",N,N,0,20.381,,,,,5.79,24866,
" 25306 (1998 XQ73)",N,N,0,21.138,,,,,5.72,25306,
" 25869 Jacoby (2000 JP70)",N,N,0,22.676,,,,,7.95,25869,Jacoby
" 25977 (2001 FG46)",N,N,0,22.255,,,,,5.48,25977,
" 26325 (1998 VD29)",N,N,0,23.033,,,,,5.7,26325,
" 26369 (1999 CG62)",N,N,0,24.286,,,,,5.04,26369,
" 26382 Charlieduke (1999 LT32)",N,N,0,22.946,,,,,5.62,26382,Charlieduke
" 26482 (2000 AM203)",N,N,0,21.987,,,,,5.82,26482,
" 26718 (2001 HP5)",N,N,0,23.298,,,,,5.73,26718,
" 27226 (1999 GC17)",N,N,0,22.724,,,,,5.77,27226,
" 27321 (2000 CR2)",N,N,0,20.765,,,,,4.55,27321,
" 27396 Shuji (2000 EE101)",N,N,0,23.853,,,,,5.71,27396,Shuji
" 27561 (2000 KJ1)",N,N,0,20.268,,,,,7.94,27561,
" 29538 (1998 BN16)",N,N,0,21.583,,,,,6.26,29538,
" 29555 MACEK (1998 DP)",N,N,0,22.911,,,,,5.63,29555,MACEK
" 29564 (1998 ED6)",N,N,0,27.139,,,,,5.45,29564,
" 29595 (1998 HL14)",N,N,0,20.748,,,,,5.69,29595,
" 29665 (1998 WD24)",N,N,0,20.967,,,,,4.86,29665,
" 29769 (1999 CE28)",N,N,0,23.635,,,,,4.38,29769,
" 29943 (1999 JZ78)",N,N,0,40.347,,,,,5.52,29943,
" 30482 (2000 OG45)",N,N,0,23.801,,,,,5.69,30482,
" 30545 (2001 OT35)",N,N,0,22.164,,,,,5.69,30545,
" 30724 Peterburgtrista (1978 SX2)",N,N,0,20.694,,,,,5.66,30724,Peterburgtrista
" 31539 (1999 DQ1)",N,N,0,20.775,,,,,5.77,31539,
" 31817 (1999 RK134)",N,N,0,21.521,,,,,7.95,31817,
" 31822 (1999 SY4)",N,N,0,22.488,,,,,6.3,31822,
" 32253 (2000 OP51)",N,N,0,26.399,,,,,5.7,32253,
" 32536 (2001 PD41)",N,N,0,21.065,,,,,5.51,32536,
" 33743 (1999 NC55)",N,N,0,21.578,,,,,5.68,33743,
" 33800 Gross (1999 VB7)",N,N,0,23.088,,,,,5.74,33800,Gross
" 33997 (2000 OK3)",N,N,0,20.109,,,,,5.68,33997,
" 36289 (2000 FP11)",N,N,0,21.060,,,,,5.67,36289,
" 38548 (1999 VK47)",N,N,0,21.570,,,,,5.59,38548,
" 38613 (2000 AV110)",N,N,0,24.016,,,,,7.88,38613,
" 38701 (2000 QB66)",N,N,0,21.793,,,,,7.88,38701,
" 41397 (2000 AS175)",N,N,0,20.059,,,,,5.82,41397,
" 43390 (2000 WF62)",N,N,0,27.208,,,,,6.21,43390,
" 44566 (1999 CK103)",N,N,0,27.818,,,,,6.12,44566,
" 46564 (1991 RA11)",N,N,0,21.536,,,,,5.68,46564,
" 46670 (1996 NU)",N,N,0,20.490,,,,,5.67,46670,
" 49630 (1999 GB21)",N,N,0,22.037,,,,,5.71,49630,
" 51291 (2000 KK29)",N,N,0,21.079,,,,,5.68,51291,
" 51327 (2000 LA19)",N,N,0,20.824,,,,,5.63,51327,
" 54808 (2001 ME24)",N,N,0,22.709,,,,,5.6,54808,
" 57108 (2001 OS74)",N,N,0,22.310,,,,,4.98,57108,
" 62128 (2000 SO1)",N,N,0,23.166,,,,,5.58,62128,
" 66187 (1998 XS73)",N,N,0,21.658,,,,,7.97,66187,
" 67246 (2000 ED70)",N,N,0,23.327,,,,,7.87,67246,
" 92233 (2000 AU102)",N,N,0,23.115,,,,,5.53,92233,
